health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
34,86,6,3785,85460,81675,Immediate
72,28,77,23538,97456,73918,Low
16,95,112,12493,50209,37716,Immediate
36,48,13,13913,32469,18556,High
85,52,87,20330,94716,74386,Medium
41,97,32,7857,18197,10340,Immediate
45,20,44,3138,13496,10358,High
67,0,92,18996,84774,65778,Medium
12,97,11,16283,90205,73922,Immediate
16,98,82,5151,90116,84965,Immediate
23,18,37,19212,48163,28951,Immediate
27,4,17,5660,91434,85774,Immediate
63,90,117,4708,18338,13630,Immediate
11,20,118,19859,37543,17684,Immediate
80,55,20,4960,81053,76093,Medium
11,69,17,3882,73893,70011,Immediate
51,95,70,10166,98684,88518,Immediate
99,74,33,16527,28981,12454,High
14,26,75,15991,94335,78344,Immediate
80,50,53,18309,97647,79338,Medium
81,91,51,9142,47540,38398,Immediate
3,6,109,23642,53145,29503,Immediate
72,71,116,10084,28100,18016,High
80,96,96,16127,106145,90018,Immediate
62,37,67,5490,41008,35518,Medium
60,30,119,22151,59254,37103,Medium
21,92,86,24162,70836,46674,Immediate
53,9,42,15413,25689,10276,Medium
79,75,66,14944,77831,62887,High
34,55,30,23536,90158,66622,High
34,18,114,13503,108264,94761,High
70,29,7,15866,92490,76624,High
35,24,37,23620,76347,52727,High
7,4,60,10295,61455,51160,Immediate
0,35,35,13433,38471,25038,Immediate
22,8,34,24421,82932,58511,Immediate
3,29,95,4381,81015,76634,Immediate
98,71,3,12101,55056,42955,Immediate
76,44,96,24793,102421,77628,Medium
60,82,102,8185,98992,90807,High
16,33,106,10823,102076,91253,Immediate
59,65,66,20881,76973,56092,High
55,30,34,5951,33573,27622,Medium
77,54,27,6701,40483,33782,Medium
52,38,65,18592,50765,32173,Medium
52,12,21,16364,87566,71202,Medium
56,24,86,13576,40142,26566,Medium
22,31,62,18369,117940,99571,Immediate
71,53,52,3159,25304,22145,Medium
13,49,28,19237,37481,18244,Immediate
23,78,22,16341,110568,94227,Immediate
76,58,87,8585,93348,84763,Medium
30,77,34,7945,91408,83463,High
97,74,105,17027,75715,58688,High
78,56,95,21268,63165,41897,Medium
17,95,86,17087,49527,32440,Immediate
5,68,44,8276,59903,51627,Immediate
10,64,107,23616,39409,15793,Immediate
43,67,100,19209,72357,53148,High
82,48,70,18927,61368,42441,Medium
86,89,29,15091,69851,54760,Immediate
54,9,47,23180,45360,22180,Medium
12,100,33,22991,122954,99963,Immediate
10,16,68,15718,79758,64040,Immediate
93,72,21,19211,35053,15842,High
11,36,42,16200,43708,27508,Immediate
47,27,41,4378,81433,77055,High
17,77,99,8355,72475,64120,Immediate
70,12,82,16411,53065,36654,Low
1,15,9,23808,86197,62389,Immediate
74,53,56,5005,66173,61168,Medium
99,86,45,21156,88661,67505,Immediate
8,87,8,17609,51163,33554,Immediate
27,69,108,22604,49527,26923,Immediate
53,53,65,11547,82495,70948,Medium
98,12,57,7213,27506,20293,Low
9,52,44,5100,77097,71997,Immediate
12,36,102,21199,67808,46609,Immediate
85,80,100,7493,49374,41881,High
34,24,3,5158,66971,61813,Immediate
16,11,54,24363,58450,34087,Immediate
28,42,25,4401,99580,95179,Immediate
89,64,84,7214,36825,29611,High
15,46,81,13343,100746,87403,Immediate
57,75,27,14956,96310,81354,High
46,93,105,18493,48940,30447,Immediate
95,24,33,7025,68980,61955,Medium
56,11,16,3719,69387,65668,High
99,76,7,23786,54722,30936,High
31,74,8,15512,53118,37606,High
88,71,45,14477,86999,72522,High
3,66,29,11680,23884,12204,Immediate
97,97,28,22660,66530,43870,Immediate
86,43,90,11707,43314,31607,Medium
8,4,56,13847,98554,84707,Immediate
49,74,15,19661,111813,92152,High
16,58,90,10659,81273,70614,Immediate
56,25,25,16705,116093,99388,Medium
82,10,77,23148,88899,65751,Low
67,94,28,21378,105596,84218,Immediate
64,48,47,3215,37204,33989,Medium
59,56,47,17824,63905,46081,Medium
25,4,84,8939,66501,57562,Immediate
53,32,50,21330,76099,54769,Medium
14,95,61,24625,61701,37076,Immediate
5,37,62,22029,120538,98509,Immediate
81,77,74,13541,91009,77468,High
94,93,3,8085,56490,48405,Immediate
92,7,44,3492,22303,18811,Low
32,80,112,9474,66627,57153,High
10,94,28,14755,53083,38328,Immediate
15,67,99,22127,105529,83402,Immediate
89,61,76,24642,75958,51316,High
88,17,19,9102,49975,40873,High
5,3,108,3882,39254,35372,Immediate
58,97,17,17122,51942,34820,Immediate
79,65,34,8366,27077,18711,High
12,7,94,6423,26634,20211,Immediate
93,64,43,24542,65854,41312,High
58,83,88,11277,48968,37691,High
8,36,74,23003,51023,28020,Immediate
91,27,42,22710,57242,34532,Low
87,41,104,21753,51775,30022,Medium
71,47,91,18514,114381,95867,Medium
12,44,10,5787,39603,33816,Immediate
53,26,34,5176,100839,95663,Medium
88,92,71,23208,61690,38482,Immediate
83,19,117,12821,26517,13696,Low
90,89,78,23753,79493,55740,Immediate
92,83,53,22546,99187,76641,High
67,64,114,18417,53146,34729,High
19,86,10,15602,34858,19256,Immediate
4,64,17,13593,88096,74503,Immediate
40,92,68,15996,82571,66575,Immediate
10,55,51,20044,52670,32626,Immediate
75,25,115,13642,90310,76668,Low
59,70,47,13230,87044,73814,High
25,39,5,7557,19736,12179,Immediate
22,83,15,18089,48789,30700,Immediate
7,40,112,19998,43867,23869,Immediate
27,90,68,19654,74680,55026,Immediate
36,0,67,18639,73734,55095,High
62,60,36,17300,47291,29991,Medium
23,3,67,19673,56729,37056,Immediate
86,52,116,19662,73546,53884,Medium
68,94,53,7776,67752,59976,Immediate
59,53,70,4380,75620,71240,Medium
9,39,7,16926,112002,95076,Immediate
60,83,3,8810,41128,32318,Immediate
67,91,76,22493,52959,30466,Immediate
35,40,69,21233,88882,67649,High
29,61,101,19589,118861,99272,Immediate
46,99,39,8141,47025,38884,Immediate
53,20,72,18088,85703,67615,Medium
58,30,42,6273,63408,57135,Medium
58,33,9,12168,75042,62874,High
95,9,86,5832,103431,97599,Low
51,24,21,14108,55953,41845,Medium
64,62,89,5610,93213,87603,High
80,87,66,23583,119357,95774,Immediate
95,38,70,22456,98398,75942,Medium
38,56,81,22873,45923,23050,High
40,92,73,24644,96665,72021,Immediate
5,83,52,5292,16830,11538,Immediate
80,62,49,21287,31461,10174,High
54,63,65,15112,100337,85225,High
14,99,32,4151,87306,83155,Immediate
17,82,43,4907,33826,28919,Immediate
77,57,33,20677,100982,80305,Medium
60,3,88,22356,118198,95842,Medium
5,96,49,8287,28865,20578,Immediate
64,68,27,14599,24988,10389,High
12,63,62,16794,84796,68002,Immediate
75,79,43,4481,70889,66408,High
19,94,68,22477,49743,27266,Immediate
56,100,72,13758,35647,21889,Immediate
15,82,51,16521,80268,63747,Immediate
79,71,97,3112,100163,97051,High
52,74,5,19523,96483,76960,Immediate
5,96,5,13808,96333,82525,Immediate
68,58,33,19433,111371,91938,Medium
85,68,66,15253,109779,94526,High
38,67,33,16452,72615,56163,High
53,6,79,15502,100779,85277,Medium
86,18,54,7855,40786,32931,Low
28,23,82,18166,80079,61913,Immediate
56,7,90,8788,74100,65312,Medium
65,5,58,4988,29244,24256,Medium
90,48,76,10162,79940,69778,Medium
9,97,89,17114,68281,51167,Immediate
1,23,74,7117,77827,70710,Immediate
90,28,111,19346,97482,78136,Low
53,19,108,6554,43544,36990,Medium
65,29,53,22233,113963,91730,Medium
5,78,27,6849,29209,22360,Immediate
96,95,48,16032,62995,46963,Immediate
58,1,29,10619,95435,84816,Medium
82,25,89,18438,76880,58442,Low
21,50,48,18226,30039,11813,Immediate
99,97,30,23504,88780,65276,Immediate
27,64,113,7396,59447,52051,Immediate
6,48,9,3082,15002,11920,Immediate
9,35,73,18596,30689,12093,Immediate
31,31,6,11367,92188,80821,Immediate
16,73,114,21202,115223,94021,Immediate
49,34,116,10674,71190,60516,High
24,27,111,6676,19102,12426,Immediate
72,26,26,5962,45905,39943,Medium
91,16,43,5424,91369,85945,Low
49,83,109,13278,67042,53764,High
22,95,52,24550,94678,70128,Immediate
68,42,48,24281,44723,20442,Medium
60,49,67,23285,83774,60489,Medium
32,74,16,15625,60022,44397,High
47,9,82,7370,22653,15283,High
58,62,77,17839,104001,86162,High
73,64,119,13103,105625,92522,High
7,50,110,19873,53121,33248,Immediate
72,5,107,11024,103238,92214,Low
59,27,97,24128,52385,28257,Medium
55,58,85,5817,35842,30025,Medium
59,39,36,8738,24406,15668,Medium
78,91,18,19446,40197,20751,Immediate
10,57,57,16516,115351,98835,Immediate
85,6,61,24354,63847,39493,Low
87,67,92,6278,23574,17296,High
54,2,78,14173,80877,66704,Medium
37,84,112,20028,65557,45529,High
91,20,114,5668,63074,57406,Low
83,82,35,24443,46799,22356,High
0,67,12,14707,59805,45098,Immediate
55,22,25,3060,39549,36489,Medium
51,87,25,16622,29213,12591,Immediate
54,95,5,9121,85857,76736,Immediate
57,38,80,9972,20108,10136,Medium
5,34,39,3661,46515,42854,Immediate
80,75,87,19322,36290,16968,High
85,72,29,4700,37899,33199,High
45,22,45,8520,54975,46455,High
84,65,101,11837,36792,24955,High
17,93,22,16045,90970,74925,Immediate
80,31,42,11690,110727,99037,Low
9,35,34,16545,95711,79166,Immediate
18,14,28,13602,31930,18328,Immediate
46,32,62,6552,65722,59170,High
66,73,40,8097,26737,18640,High
28,49,98,8618,74671,66053,Immediate
0,33,93,15207,90981,75774,Immediate
76,47,49,7927,94627,86700,Medium
38,87,26,9160,80670,71510,Immediate
12,68,26,18810,33936,15126,Immediate
57,48,103,3192,49605,46413,Medium
16,42,25,21172,63302,42130,Immediate
78,28,117,13655,71552,57897,Low
15,24,54,9811,61867,52056,Immediate
55,64,93,3504,28175,24671,High
40,50,118,6816,17533,10717,High
28,82,19,8057,23051,14994,Immediate
10,52,46,7637,52509,44872,Immediate
17,50,48,11385,98920,87535,Immediate
7,21,6,5763,71243,65480,Immediate
35,78,92,14064,100912,86848,High
44,81,66,9476,71232,61756,High
78,19,64,15508,58910,43402,Low
92,66,83,19386,103319,83933,High
63,39,59,5890,23916,18026,Medium
29,1,62,12471,70135,57664,Immediate
8,91,31,20889,86501,65612,Immediate
78,47,25,24639,99351,74712,Medium
57,100,112,5854,74701,68847,Immediate
57,80,99,24714,124505,99791,High
43,28,59,24062,69993,45931,High
8,91,6,5972,93213,87241,Immediate
16,15,87,20374,107048,86674,Immediate
20,63,90,3489,58005,54516,Immediate
85,61,42,22275,91324,69049,High
60,12,11,3053,64780,61727,High
7,58,57,10404,54126,43722,Immediate
1,93,94,9859,61468,51609,Immediate
43,10,79,24839,62055,37216,High
89,1,50,9539,69061,59522,Low
89,22,18,10485,51940,41455,High
61,37,111,23674,85551,61877,Medium
66,93,61,16440,58149,41709,Immediate
44,95,28,15180,90313,75133,Immediate
12,26,100,10957,73155,62198,Immediate
52,78,79,13627,47658,34031,High
22,69,88,19377,49701,30324,Immediate
83,75,33,18899,57962,39063,High
0,36,63,21965,98594,76629,Immediate
20,95,35,8710,37969,29259,Immediate
45,49,48,5103,81004,75901,High
58,28,71,15391,54292,38901,Medium
17,1,8,5378,65735,60357,Immediate
37,47,27,12867,64125,51258,High
60,30,91,9623,34531,24908,Medium
73,66,109,16986,55288,38302,High
15,12,113,5850,92084,86234,Immediate
58,20,115,17282,41616,24334,Medium
47,34,86,3165,56634,53469,High
23,48,96,18715,93921,75206,Immediate
78,57,99,16519,113243,96724,Medium
84,9,83,13776,99100,85324,Low
28,18,43,6521,49861,43340,Immediate
42,24,20,18407,112585,94178,High
86,23,11,8741,91115,82374,High
27,68,63,20722,101254,80532,Immediate
50,20,12,17211,32443,15232,High
41,83,38,17232,52845,35613,High
74,31,11,22345,51955,29610,High
54,53,82,10031,67605,57574,Medium
74,20,44,6716,52898,46182,Low
40,58,89,16288,56165,39877,High
73,21,83,9982,59086,49104,Low
14,75,22,12941,84110,71169,Immediate
46,80,93,24133,78568,54435,High
49,32,119,10226,107021,96795,High
39,19,94,17501,95727,78226,High
27,55,90,8213,37617,29404,Immediate
65,36,49,22173,85200,63027,Medium
53,25,75,23266,110215,86949,Medium
19,7,29,15583,114632,99049,Immediate
29,80,84,9582,65805,56223,Immediate
45,61,107,21950,114845,92895,High
44,58,111,24431,93977,69546,High
52,86,88,6327,46095,39768,Immediate
34,50,84,13020,105404,92384,High
94,56,8,4230,41460,37230,High
93,19,103,8750,97518,88768,Low
16,63,42,23973,68287,44314,Immediate
97,49,71,5411,40749,35338,Medium
19,49,102,5775,61394,55619,Immediate
14,100,84,6970,74094,67124,Immediate
39,71,40,7331,93162,85831,High
22,10,110,19575,55054,35479,Immediate
92,93,56,12275,104844,92569,Immediate
38,27,49,20420,46771,26351,High
35,100,26,14349,85280,70931,Immediate
94,81,64,15453,44267,28814,High
87,86,22,14905,114367,99462,Immediate
10,91,46,13335,47076,33741,Immediate
68,63,102,4289,81272,76983,High
23,98,44,22567,112242,89675,Immediate
61,86,17,22520,117758,95238,Immediate
94,94,106,7920,48054,40134,Immediate
52,55,98,20160,100904,80744,Medium
47,17,115,24451,80442,55991,High
16,14,106,12486,61348,48862,Immediate
62,38,13,14088,110143,96055,High
19,89,91,10124,74477,64353,Immediate
76,79,73,3446,50129,46683,High
43,37,83,9587,82377,72790,High
98,47,18,14151,95245,81094,High
38,67,59,17680,62983,45303,High
12,80,113,4252,85297,81045,Immediate
82,76,60,4881,47918,43037,High
94,53,4,20958,77109,56151,Immediate
24,76,32,22642,112999,90357,Immediate
62,37,92,19436,104921,85485,Medium
66,27,3,9901,28498,18597,Immediate
95,37,72,21678,39941,18263,Medium
61,56,6,14874,111276,96402,Immediate
58,75,49,12018,71518,59500,High
68,61,52,22800,96200,73400,High
30,84,84,22942,53804,30862,High
21,3,13,18916,39794,20878,Immediate
41,48,20,21931,32267,10336,High
53,35,97,6968,68116,61148,Medium
16,23,58,8447,89833,81386,Immediate
22,45,72,3314,90587,87273,Immediate
58,12,39,18588,99716,81128,Medium
60,15,119,13997,80827,66830,Medium
16,29,103,9751,69400,59649,Immediate
92,93,82,5828,46504,40676,Immediate
93,20,112,16878,99185,82307,Low
14,72,52,22145,110533,88388,Immediate
86,51,30,23896,101280,77384,Medium
51,8,54,22456,107251,84795,Medium
98,74,98,6791,53430,46639,High
14,11,97,22692,121729,99037,Immediate
56,7,72,21074,46623,25549,Medium
11,64,107,6303,68568,62265,Immediate
61,10,103,18198,50998,32800,Medium
96,31,93,12940,92400,79460,Low
39,22,56,7485,62882,55397,High
49,36,109,3191,83644,80453,High
71,48,99,16682,50065,33383,Medium
48,20,115,15391,60033,44642,High
27,16,6,14410,104465,90055,Immediate
27,65,38,14382,102498,88116,Immediate
67,85,90,14939,76196,61257,High
12,51,58,6359,52303,45944,Immediate
99,59,110,9226,106451,97225,Medium
98,55,28,7992,19953,11961,Medium
81,47,40,13848,79603,65755,Medium
71,87,80,9513,67516,58003,Immediate
37,26,9,14151,106254,92103,High
75,30,88,12590,99114,86524,Low
24,33,67,4273,70078,65805,Immediate
72,25,20,14273,56227,41954,Medium
66,23,5,24698,54436,29738,Immediate
79,14,35,15392,70116,54724,Medium
43,25,47,9305,38087,28782,High
49,83,12,16782,47348,30566,High
47,54,112,19512,55689,36177,High
29,2,21,16272,55795,39523,Immediate
48,85,85,9589,54401,44812,High
96,37,15,11185,86970,75785,High
51,78,46,12175,47639,35464,High
4,69,113,10279,76962,66683,Immediate
46,86,68,19474,54579,35105,Immediate
20,91,99,5773,61700,55927,Immediate
22,63,67,13377,76969,63592,Immediate
51,71,119,7298,87502,80204,High
63,4,109,4716,35638,30922,Medium
92,68,73,17011,29877,12866,High
29,10,92,9251,23257,14006,Immediate
89,76,72,9078,48709,39631,High
60,53,92,6961,58535,51574,Medium
94,57,85,21103,96109,75006,Medium
33,30,52,12803,77513,64710,High
21,39,101,13350,42166,28816,Immediate
64,62,106,9837,54054,44217,High
20,78,81,7117,60735,53618,Immediate
79,7,62,23142,93135,69993,Low
12,16,38,16136,92261,76125,Immediate
44,5,35,9509,61731,52222,High
71,60,15,22964,82384,59420,High
30,34,60,16269,92211,75942,High
88,33,26,14268,41637,27369,Medium
19,5,70,5618,45761,40143,Immediate
17,3,17,8368,22989,14621,Immediate
77,12,7,17719,56946,39227,High
14,18,63,18086,45473,27387,Immediate
34,80,35,21323,49342,28019,High
34,31,48,13283,41562,28279,High
23,60,17,17698,77923,60225,Immediate
64,98,32,14404,85785,71381,Immediate
57,13,37,10023,49157,39134,Medium
67,39,59,17031,31858,14827,Medium
15,61,4,7524,22837,15313,Immediate
30,2,118,7887,87277,79390,High
42,30,73,6558,91866,85308,High
65,7,71,6575,74794,68219,Medium
56,79,99,22229,107438,85209,High
17,68,117,19806,118441,98635,Immediate
97,42,45,22094,89890,67796,Medium
93,5,56,4657,54188,49531,Low
3,92,23,21437,72684,51247,Immediate
17,14,40,9009,23561,14552,Immediate
100,73,84,12221,90428,78207,High
62,66,106,6722,87164,80442,High
16,95,4,24438,93257,68819,Immediate
80,40,83,19260,89067,69807,Medium
85,69,35,10701,103837,93136,High
83,21,112,22190,59576,37386,Low
2,8,60,5123,78116,72993,Immediate
72,22,74,20490,46998,26508,Low
46,68,47,5931,62266,56335,High
86,29,25,5971,50756,44785,Medium
24,73,78,22945,61086,38141,Immediate
57,93,119,9782,45715,35933,Immediate
98,47,98,12993,98867,85874,Medium
74,10,85,9548,59697,50149,Low
44,6,119,23176,101653,78477,High
63,1,76,17456,73321,55865,Medium
81,53,75,20937,92859,71922,Medium
58,89,16,17597,106808,89211,Immediate
46,47,42,19459,61902,42443,High
76,3,103,8877,58430,49553,Low
89,58,27,21714,36400,14686,Medium
71,6,63,21286,43491,22205,Low
62,11,13,21173,59375,38202,High
16,62,81,23855,117602,93747,Immediate
84,7,69,19473,81476,62003,Low
27,92,47,18972,51899,32927,Immediate
13,73,71,9124,71471,62347,Immediate
36,28,67,6982,62265,55283,High
46,45,52,15748,46845,31097,High
20,63,37,16971,107123,90152,Immediate
69,62,36,6969,52702,45733,High
95,15,18,10108,40431,30323,High
29,44,19,23950,98090,74140,Immediate
42,61,118,9364,54713,45349,High
51,51,111,3931,59827,55896,Medium
18,37,70,18475,116777,98302,Immediate
78,56,20,20416,113647,93231,Medium
3,49,82,18946,32694,13748,Immediate
21,57,68,14563,64123,49560,Immediate
94,6,68,4170,92156,87986,Low
56,84,61,5462,61880,56418,High
94,52,32,23666,34827,11161,Medium
1,65,60,8983,101046,92063,Immediate
15,45,39,3244,16422,13178,Immediate
87,0,11,3886,40513,36627,High
70,25,111,5654,27638,21984,Low
96,74,92,10135,20455,10320,High
46,91,53,24889,83788,58899,Immediate
18,25,75,14559,66336,51777,Immediate
42,74,109,10362,102293,91931,High
66,26,113,21613,34622,13009,Medium
48,15,2,18675,43704,25029,Immediate
29,83,38,6867,79426,72559,Immediate
9,59,42,16095,59878,43783,Immediate
41,46,37,20653,71122,50469,High
56,83,114,13401,71688,58287,High
89,88,66,8543,74935,66392,Immediate
75,89,73,13079,92424,79345,Immediate
47,19,39,23539,120132,96593,High
64,50,36,14671,88148,73477,Medium
26,1,31,8197,25649,17452,Immediate
14,11,101,5172,31835,26663,Immediate
20,9,110,14085,54649,40564,Immediate
17,87,14,24153,39400,15247,Immediate
57,75,22,9135,24708,15573,High
35,44,36,10189,100266,90077,High
79,60,100,23919,102231,78312,Medium
95,32,45,10697,100862,90165,Low
66,22,96,11044,74414,63370,Medium
15,58,69,13900,84419,70519,Immediate
77,94,78,15997,84252,68255,Immediate
80,86,14,21748,111306,89558,Immediate
45,31,15,9638,57057,47419,High
97,4,109,6866,99157,92291,Low
86,77,79,15330,26194,10864,High
30,98,17,23955,115800,91845,Immediate
61,86,32,3935,102249,98314,Immediate
83,34,5,18560,77484,58924,Immediate
69,24,95,23245,67998,44753,Medium
44,68,91,18960,59751,40791,High
0,83,44,17166,89213,72047,Immediate
74,38,111,15853,76372,60519,Medium
74,28,54,5575,66308,60733,Low
66,64,58,18470,53174,34704,High
80,65,29,10493,90132,79639,High
28,50,33,17466,74757,57291,Immediate
34,68,91,10531,27902,17371,High
83,19,73,16990,43616,26626,Low
18,90,45,11844,74508,62664,Immediate
85,91,52,21542,74474,52932,Immediate
85,42,83,23423,35458,12035,Medium
71,41,90,23207,56361,33154,Medium
25,22,43,3923,27254,23331,Immediate
55,82,112,9578,89989,80411,High
78,94,55,21186,107627,86441,Immediate
41,26,11,22041,74472,52431,High
5,45,116,7837,101000,93163,Immediate
64,98,104,15615,27081,11466,Immediate
51,46,7,23746,122168,98422,High
60,67,25,10833,22726,11893,High
11,42,51,4652,102112,97460,Immediate
45,52,88,24199,108527,84328,High
53,56,116,18989,57920,38931,Medium
74,95,49,17342,106823,89481,Immediate
10,91,54,17312,54364,37052,Immediate
22,27,107,7633,34937,27304,Immediate
53,28,83,10008,68299,58291,Medium
13,77,35,23827,66867,43040,Immediate
66,79,110,5547,51479,45932,High
44,78,110,17327,28273,10946,High
46,52,64,11435,46516,35081,High
37,63,87,6590,59422,52832,High
81,40,74,20848,31238,10390,Medium
49,90,52,5560,21427,15867,Immediate
52,59,34,4539,31566,27027,Medium
42,89,4,13310,87275,73965,Immediate
49,72,61,7386,100225,92839,High
82,35,50,11947,93413,81466,Low
26,31,78,19017,29524,10507,Immediate
28,15,99,11750,37872,26122,Immediate
